######## ARM pool200 ########
=== train pool200 pool=200 freeze=0 loss=ce_fact requires=grammar@>=1.0:prelayer -> logs/v12_phase0/pool200_pool200.log
  [fact] mode=delta layers=4 lr=3e-5 save_every=1000 spec=checkpoints_v12_phase0/pool200/fact_retrieval/fact_band_spec.json
+ .venv/bin/python -m v12.train --preset v12_grammar_dyn --stage pretrain --dataset fact --pretrain_sources dclm,fineweb --pretrain_weights 40,60 --substrate grammar@1.0 --registry v12_registry --grow_layers @checkpoints_v12_phase0/pool200/fact_retrieval/fact_band_spec.json --layer_head_budget 16 --head_gate --write_phase_address --freeze_layers base --attach_mode sequential --stage_loss ce_fact --fused_ce --fact_value_pool 200 --gen_every 0 --gen_prompt Record: bofim means gold. Record: kaner means silver. Query: bofim means --batch_size 8 --seq_len 512 --lr 3e-5 --weight_decay 0.01 --token_budget 40000000 --checkpoint_dir checkpoints_v12_phase0/pool200/fact_retrieval --save_every_steps 1000
[Discord] Webhook configured -- notifications enabled
Wall clock start: 2026-07-29 11:09:37
============================================================
  V12: PAM with new memory dynamics
  Preset: v12_grammar_dyn | Stage: pretrain | Dataset: fact
============================================================

Stage loss: ce_fact — Answer-masked CE + gate-surprisal + hard-negative contrastive (fact stage).
  overrides applied: {'gate_surprisal_lambda': 0.1, 'gate_surprisal_tau': 0.5, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.1, 'fact_contrastive_tau': 2.0}

Config: {'vocab_size': 50261, 'dim': 384, 'n_heads': 16, 'head_dim': 64, 'n_layers': 4, 'expand': 3, 'dropout': 0.1, 'max_seq_len': 512, 'use_learned_pos': False, 'use_rope': True, 'use_gsp': True, 'fused_qkv': True, 'qk_norm': False, 'tie_weights': True, 'gradient_checkpointing': True, 'activation': 'swish', 'chunk_size': 256, 'decay_mode': 'head', 'write_mode': 'additive', 'n_states': 3, 'delta_chunk': 64, 'state_dt_spread': 2.0, 'base_dt_bias': -4.0, 'gate_content_aware': True, 'protect_gate_bias': -3.0, 'routing_content_aware': False, 'state_compete': False, 'phase_init': 'zero', 'route_balance_lambda': 0.0, 'aux_loss_weight': 1.0, 'fused_e3': True, 'recompute_pam_chunks': False, 'gamma_floor': 0.0, 'gate_surprisal_lambda': 0.1, 'gate_surprisal_tau': 0.5, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.1, 'fact_contrastive_tau': 2.0, 'vault_state': False, 'vault_state_idx': 0, 'write_phase_address': True, 'write_phase_key_conditional': False, 'delta_solve_mode': 'backsub', 'vault_norm_bound': 0.0, 'module_adapter_rank': 0, 'head_gate': True, 'head_gate_l0_lambda': 0.001, 'head_gate_init_logalpha': 3.0, 'layer_specs': None}
Memory dynamics: decay_mode=head, write_mode=additive, n_states=3, chunk_size=256
Batch size: 8, Epochs: 10, LR: 3e-05
Token budget: 40,000,000

Loading fact (seq_len=512)...
[fact_data] train=78,125 val=512 examples, seq_len=512, templates=12 (train), value_pool=200 (train), vocab=50261
Train batches: 9766, Val batches: 64
[substrate] WARNING: substrate vocab_size=50257 != tokenizer/preset vocab_size=50261
[substrate] grammar@1.0 -> ['grammar@1.0'] (4 frozen base layers)

Model parameters: {'embedding (tied)': 38597376, 'blocks': 23388692, 'norms': 768, 'lm_head': 296064, 'total': 62282900}
Total: 62,282,900 (62.3M)
[M4 grow] +4 layers [4, 5, 6, 7] on base of 4 (skills=['fact_retrieval', 'fact_retrieval', 'fact_retrieval', 'fact_retrieval'], attach_mode=sequential); total layers=8
[M4 freeze] froze blocks [0, 1, 2, 3]; trainable params=62,233,608. (requires_grad=False => excluded from optimizer, no wd drift)
Param groups: 56 tensors (62,214,912) with wd, 57 tensors (18,696) without
fused_ce enabled (chunked linear+CE; logits never materialized)

Training on cuda
Parameters: {'embedding (tied)': 38597376, 'blocks': 46728092, 'norms': 768, 'lm_head': 296064, 'total': 85622300}
Total: 85,622,300 (85.6M)
Epochs: 1..9999, Batches/epoch: 9766
Periodic checkpoint: every 1000 steps -> latest.pt


============================================================
Epoch 1/9999
============================================================
  [1] 0/9766 (0%) loss=10.3602 ppl=31576.1 lr=3.00e-08 | 1050 tok/s (avg 1050) ETA 0m00s | GPU 0.9/3.3GB | gtok=4096
  [1] 1200/9766 (12%) loss=5.0740 ppl=159.8 lr=3.00e-05 | 1365 tok/s (avg 1360) ETA 429m56s | GPU 0.9/3.8GB | gtok=4919296
  [1] 1250/9766 (13%) loss=4.8709 ppl=130.4 lr=3.00e-05 | 1356 tok/s (avg 1360) ETA 427m29s | GPU 0.9/3.8GB | gtok=5124096
  [1] 1300/9766 (13%) loss=5.2046 ppl=182.1 lr=2.99e-05 | 1352 tok/s (avg 1360) ETA 425m03s | GPU 0.9/3.8GB | gtok=5328896
  [1] 1350/9766 (14%) loss=4.9199 ppl=137.0 lr=2.99e-05 | 1363 tok/s (avg 1360) ETA 422m30s | GPU 0.9/3.8GB | gtok=5533696
  [1] 1400/9766 (14%) loss=5.2246 ppl=185.8 lr=2.99e-05 | 1355 tok/s (avg 1359) ETA 420m02s | GPU 0.9/3.8GB | gtok=5738496
  [1] 1450/9766 (15%) loss=4.4960 ppl=89.7 lr=2.98e-05 | 1361 tok/s (avg 1360) ETA 417m31s | GPU 0.9/3.8GB | gtok=5943296
  [1] 1500/9766 (15%) loss=5.1638 ppl=174.8 lr=2.98e-05 | 1357 tok/s (avg 1359) ETA 415m02s | GPU 0.9/3.8GB | gtok=6148096
  [1] 1550/9766 (16%) loss=4.8796 ppl=131.6 lr=2.98e-05 | 1360 tok/s (avg 1359) ETA 412m31s | GPU 0.9/3.8GB | gtok=6352896
  [1] 1600/9766 (16%) loss=5.2131 ppl=183.7 lr=2.97e-05 | 1361 tok/s (avg 1359) ETA 410m00s | GPU 0.9/3.8GB | gtok=6557696
  [1] 1650/9766 (17%) loss=4.3031 ppl=73.9 lr=2.97e-05 | 1356 tok/s (avg 1359) ETA 407m31s | GPU 0.9/3.8GB | gtok=6762496
  [1] 1700/9766 (17%) loss=4.9454 ppl=140.5 lr=2.96e-05 | 1355 tok/s (avg 1359) ETA 405m03s | GPU 0.9/3.8GB | gtok=6967296
  [1] 1750/9766 (18%) loss=5.0979 ppl=163.7 lr=2.96e-05 | 1359 tok/s (avg 1359) ETA 402m32s | GPU 0.9/3.8GB | gtok=7172096
  [1] 1800/9766 (18%) loss=4.3369 ppl=76.5 lr=2.95e-05 | 1361 tok/s (avg 1359) ETA 400m00s | GPU 0.9/3.8GB | gtok=7376896
  [1] 1850/9766 (19%) loss=4.0195 ppl=55.7 lr=2.94e-05 | 1357 tok/s (avg 1359) ETA 397m31s | GPU 0.9/3.8GB | gtok=7581696
  [1] 1900/9766 (19%) loss=4.4647 ppl=86.9 lr=2.94e-05 | 1370 tok/s (avg 1360) ETA 394m55s | GPU 0.9/3.8GB | gtok=7786496
  [1] 1950/9766 (20%) loss=4.1280 ppl=62.1 lr=2.93e-05 | 1357 tok/s (avg 1359) ETA 392m26s | GPU 0.9/3.8GB | gtok=7991296
Saved checkpoint: checkpoints_v12_phase0/pool1000/fact_retrieval/latest.pt
  [checkpoint @ step 2000, 8,192,000 tok]
  [1] 2000/9766 (20%) loss=4.6478 ppl=104.4 lr=2.92e-05 | 1350 tok/s (avg 1359) ETA 389m59s | GPU 0.9/3.8GB | gtok=8196096
  [1] 2050/9766 (21%) loss=4.2665 ppl=71.3 lr=2.92e-05 | 1367 tok/s (avg 1359) ETA 387m25s | GPU 0.9/3.8GB | gtok=8400896
  [1] 2100/9766 (22%) loss=4.3028 ppl=73.9 lr=2.91e-05 | 1359 tok/s (avg 1359) ETA 384m55s | GPU 0.9/3.8GB | gtok=8605696
  [1] 2150/9766 (22%) loss=4.2113 ppl=67.4 lr=2.90e-05 | 1364 tok/s (avg 1359) ETA 382m23s | GPU 0.9/3.8GB | gtok=8810496
  [1] 2200/9766 (23%) loss=4.3839 ppl=80.2 lr=2.89e-05 | 1356 tok/s (avg 1359) ETA 379m53s | GPU 0.9/3.8GB | gtok=9015296
  [1] 2250/9766 (23%) loss=4.3767 ppl=79.6 lr=2.88e-05 | 1356 tok/s (avg 1359) ETA 377m24s | GPU 0.9/3.8GB | gtok=9220096
  [1] 2300/9766 (24%) loss=4.7804 ppl=119.1 lr=2.87e-05 | 1357 tok/s (avg 1359) ETA 374m54s | GPU 0.9/3.8GB | gtok=9424896
  [1] 2350/9766 (24%) loss=4.4791 ppl=88.2 lr=2.86e-05 | 1358 tok/s (avg 1359) ETA 372m24s | GPU 0.9/3.8GB | gtok=9629696
  [1] 2400/9766 (25%) loss=4.5494 ppl=94.6 lr=2.85e-05 | 1366 tok/s (avg 1359) ETA 369m51s | GPU 0.9/3.8GB | gtok=9834496
  [1] 2450/9766 (25%) loss=3.4343 ppl=31.0 lr=2.84e-05 | 1361 tok/s (avg 1359) ETA 367m20s | GPU 0.9/3.8GB | gtok=10039296
  [1] 2500/9766 (26%) loss=3.9928 ppl=54.2 lr=2.83e-05 | 1364 tok/s (avg 1360) ETA 364m48s | GPU 0.9/3.8GB | gtok=10244096
  [1] 2550/9766 (26%) loss=4.4892 ppl=89.1 lr=2.82e-05 | 1359 tok/s (avg 1360) ETA 362m17s | GPU 0.9/3.8GB | gtok=10448896
  [1] 2600/9766 (27%) loss=4.8605 ppl=129.1 lr=2.81e-05 | 1356 tok/s (avg 1359) ETA 359m48s | GPU 0.9/3.8GB | gtok=10653696
  [1] 2650/9766 (27%) loss=4.7560 ppl=116.3 lr=2.79e-05 | 1357 tok/s (avg 1359) ETA 357m18s | GPU 0.9/3.8GB | gtok=10858496
  [1] 2700/9766 (28%) loss=4.3647 ppl=78.6 lr=2.78e-05 | 1363 tok/s (avg 1359) ETA 354m46s | GPU 0.9/3.8GB | gtok=11063296
  [1] 2750/9766 (28%) loss=4.5177 ppl=91.6 lr=2.77e-05 | 1368 tok/s (avg 1360) ETA 352m13s | GPU 0.9/3.8GB | gtok=11268096
  [1] 2800/9766 (29%) loss=4.7401 ppl=114.4 lr=2.76e-05 | 1358 tok/s (avg 1360) ETA 349m43s | GPU 0.9/3.8GB | gtok=11472896
  [1] 2850/9766 (29%) loss=4.4839 ppl=88.6 lr=2.74e-05 | 1365 tok/s (avg 1360) ETA 347m11s | GPU 0.9/3.8GB | gtok=11677696
  [1] 2900/9766 (30%) loss=4.2857 ppl=72.7 lr=2.73e-05 | 1352 tok/s (avg 1360) ETA 344m42s | GPU 0.9/3.8GB | gtok=11882496
  [1] 2950/9766 (30%) loss=3.4861 ppl=32.7 lr=2.71e-05 | 1359 tok/s (avg 1360) ETA 342m12s | GPU 0.9/3.8GB | gtok=12087296
Saved checkpoint: checkpoints_v12_phase0/pool1000/fact_retrieval/latest.pt
  [checkpoint @ step 3000, 12,288,000 tok]
  [1] 3000/9766 (31%) loss=3.8001 ppl=44.7 lr=2.70e-05 | 1350 tok/s (avg 1359) ETA 339m44s | GPU 0.9/3.8GB | gtok=12292096
  [1] 3050/9766 (31%) loss=4.7096 ppl=111.0 lr=2.69e-05 | 1357 tok/s (avg 1359) ETA 337m14s | GPU 0.9/3.8GB | gtok=12496896
  [1] 3100/9766 (32%) loss=4.5429 ppl=94.0 lr=2.67e-05 | 1370 tok/s (avg 1359) ETA 334m41s | GPU 0.9/3.8GB | gtok=12701696
  [1] 3150/9766 (32%) loss=4.3675 ppl=78.9 lr=2.65e-05 | 1358 tok/s (avg 1359) ETA 332m10s | GPU 0.9/3.8GB | gtok=12906496
  [1] 3200/9766 (33%) loss=4.3460 ppl=77.2 lr=2.64e-05 | 1359 tok/s (avg 1359) ETA 329m40s | GPU 0.9/3.8GB | gtok=13111296
  [1] 3250/9766 (33%) loss=3.5688 ppl=35.5 lr=2.62e-05 | 1362 tok/s (avg 1359) ETA 327m09s | GPU 0.9/3.8GB | gtok=13316096
  [1] 3300/9766 (34%) loss=3.6816 ppl=39.7 lr=2.61e-05 | 1358 tok/s (avg 1359) ETA 324m38s | GPU 0.9/3.8GB | gtok=13520896
  [1] 3350/9766 (34%) loss=4.2604 ppl=70.8 lr=2.59e-05 | 1361 tok/s (avg 1359) ETA 322m07s | GPU 0.9/3.8GB | gtok=13725696
  [1] 3400/9766 (35%) loss=3.7733 ppl=43.5 lr=2.57e-05 | 1360 tok/s (avg 1359) ETA 319m37s | GPU 0.9/3.8GB | gtok=13930496
  [1] 3450/9766 (35%) loss=4.6191 ppl=101.4 lr=2.56e-05 | 1356 tok/s (avg 1359) ETA 317m07s | GPU 0.9/3.8GB | gtok=14135296
  [1] 3500/9766 (36%) loss=4.0634 ppl=58.2 lr=2.54e-05 | 1367 tok/s (avg 1360) ETA 314m34s | GPU 0.9/3.8GB | gtok=14340096
  [1] 3550/9766 (36%) loss=3.7259 ppl=41.5 lr=2.52e-05 | 1376 tok/s (avg 1360) ETA 312m00s | GPU 0.9/3.8GB | gtok=14544896
  [1] 3600/9766 (37%) loss=3.9943 ppl=54.3 lr=2.50e-05 | 1358 tok/s (avg 1360) ETA 309m30s | GPU 0.9/3.8GB | gtok=14749696
  [1] 3650/9766 (37%) loss=3.5345 ppl=34.3 lr=2.49e-05 | 1364 tok/s (avg 1360) ETA 306m59s | GPU 0.9/3.8GB | gtok=14954496
  [1] 3700/9766 (38%) loss=3.9866 ppl=53.9 lr=2.47e-05 | 1361 tok/s (avg 1360) ETA 304m28s | GPU 0.9/3.8GB | gtok=15159296
  [1] 3750/9766 (38%) loss=4.0945 ppl=60.0 lr=2.45e-05 | 1358 tok/s (avg 1360) ETA 301m58s | GPU 0.9/3.8GB | gtok=15364096
  [1] 3800/9766 (39%) loss=3.9573 ppl=52.3 lr=2.43e-05 | 1358 tok/s (avg 1360) ETA 299m27s | GPU 0.9/3.8GB | gtok=15568896
  [1] 3850/9766 (39%) loss=3.6320 ppl=37.8 lr=2.41e-05 | 1366 tok/s (avg 1360) ETA 296m56s | GPU 0.9/3.8GB | gtok=15773696
  [1] 3900/9766 (40%) loss=3.8034 ppl=44.9 lr=2.39e-05 | 1358 tok/s (avg 1360) ETA 294m25s | GPU 0.9/3.8GB | gtok=15978496
  [1] 3950/9766 (40%) loss=3.9720 ppl=53.1 lr=2.37e-05 | 1357 tok/s (avg 1360) ETA 291m55s | GPU 0.9/3.8GB | gtok=16183296
Saved checkpoint: checkpoints_v12_phase0/pool1000/fact_retrieval/latest.pt
  [checkpoint @ step 4000, 16,384,000 tok]
  [1] 4000/9766 (41%) loss=3.3149 ppl=27.5 lr=2.35e-05 | 1354 tok/s (avg 1360) ETA 289m25s | GPU 0.9/3.8GB | gtok=16388096
  [1] 4050/9766 (41%) loss=4.8989 ppl=134.1 lr=2.33e-05 | 1357 tok/s (avg 1360) ETA 286m55s | GPU 0.9/3.8GB | gtok=16592896
  [1] 4100/9766 (42%) loss=4.0654 ppl=58.3 lr=2.31e-05 | 1366 tok/s (avg 1360) ETA 284m24s | GPU 0.9/3.8GB | gtok=16797696
  [1] 4150/9766 (43%) loss=4.2499 ppl=70.1 lr=2.29e-05 | 1364 tok/s (avg 1360) ETA 281m53s | GPU 0.9/3.8GB | gtok=17002496
  [1] 4200/9766 (43%) loss=3.7218 ppl=41.3 lr=2.27e-05 | 1362 tok/s (avg 1360) ETA 279m22s | GPU 0.9/3.8GB | gtok=17207296
  [1] 4250/9766 (44%) loss=3.8381 ppl=46.4 lr=2.25e-05 | 1358 tok/s (avg 1360) ETA 276m51s | GPU 0.9/3.8GB | gtok=17412096
  [1] 4300/9766 (44%) loss=4.3874 ppl=80.4 lr=2.23e-05 | 1355 tok/s (avg 1360) ETA 274m21s | GPU 0.9/3.8GB | gtok=17616896
  [1] 4350/9766 (45%) loss=3.8086 ppl=45.1 lr=2.21e-05 | 1366 tok/s (avg 1360) ETA 271m50s | GPU 0.9/3.8GB | gtok=17821696
  [1] 4400/9766 (45%) loss=3.5205 ppl=33.8 lr=2.19e-05 | 1364 tok/s (avg 1360) ETA 269m19s | GPU 0.9/3.8GB | gtok=18026496
  [1] 4450/9766 (46%) loss=3.3119 ppl=27.4 lr=2.17e-05 | 1356 tok/s (avg 1360) ETA 266m49s | GPU 0.9/3.8GB | gtok=18231296
  [1] 4500/9766 (46%) loss=3.9971 ppl=54.4 lr=2.14e-05 | 1356 tok/s (avg 1360) ETA 264m19s | GPU 0.9/3.8GB | gtok=18436096
  [1] 4550/9766 (47%) loss=3.8495 ppl=47.0 lr=2.12e-05 | 1348 tok/s (avg 1360) ETA 261m50s | GPU 0.9/3.8GB | gtok=18640896
  [1] 4600/9766 (47%) loss=3.4335 ppl=31.0 lr=2.10e-05 | 1360 tok/s (avg 1360) ETA 259m19s | GPU 0.9/3.8GB | gtok=18845696
  [1] 4650/9766 (48%) loss=3.9492 ppl=51.9 lr=2.08e-05 | 1357 tok/s (avg 1360) ETA 256m49s | GPU 0.9/3.8GB | gtok=19050496
  [1] 4700/9766 (48%) loss=3.4513 ppl=31.5 lr=2.06e-05 | 1364 tok/s (avg 1360) ETA 254m17s | GPU 0.9/3.8GB | gtok=19255296
  [1] 4750/9766 (49%) loss=4.1176 ppl=61.4 lr=2.03e-05 | 1357 tok/s (avg 1360) ETA 251m47s | GPU 0.9/3.8GB | gtok=19460096
  [1] 4800/9766 (49%) loss=3.9706 ppl=53.0 lr=2.01e-05 | 1352 tok/s (avg 1360) ETA 249m17s | GPU 0.9/3.8GB | gtok=19664896
  [1] 4850/9766 (50%) loss=4.1703 ppl=64.7 lr=1.99e-05 | 1357 tok/s (avg 1360) ETA 246m47s | GPU 0.9/3.8GB | gtok=19869696
  [1] 4900/9766 (50%) loss=3.2830 ppl=26.7 lr=1.97e-05 | 1371 tok/s (avg 1360) ETA 244m15s | GPU 0.9/3.8GB | gtok=20074496
  [1] 4950/9766 (51%) loss=3.6740 ppl=39.4 lr=1.94e-05 | 1370 tok/s (avg 1360) ETA 241m43s | GPU 0.9/3.8GB | gtok=20279296
Saved checkpoint: checkpoints_v12_phase0/pool1000/fact_retrieval/latest.pt
  [checkpoint @ step 5000, 20,480,000 tok]
  [1] 5000/9766 (51%) loss=4.0501 ppl=57.4 lr=1.92e-05 | 1353 tok/s (avg 1360) ETA 239m14s | GPU 0.9/3.8GB | gtok=20484096
  [1] 5050/9766 (52%) loss=3.2668 ppl=26.2 lr=1.90e-05 | 1365 tok/s (avg 1360) ETA 236m42s | GPU 0.9/3.8GB | gtok=20688896
  [1] 5100/9766 (52%) loss=3.8125 ppl=45.3 lr=1.87e-05 | 1359 tok/s (avg 1360) ETA 234m12s | GPU 0.9/3.8GB | gtok=20893696
  [1] 5150/9766 (53%) loss=3.6804 ppl=39.7 lr=1.85e-05 | 1359 tok/s (avg 1360) ETA 231m41s | GPU 0.9/3.8GB | gtok=21098496
  [1] 5200/9766 (53%) loss=3.9953 ppl=54.3 lr=1.83e-05 | 1362 tok/s (avg 1360) ETA 229m11s | GPU 0.9/3.8GB | gtok=21303296
  [1] 5250/9766 (54%) loss=3.3146 ppl=27.5 lr=1.80e-05 | 1357 tok/s (avg 1360) ETA 226m40s | GPU 0.9/3.8GB | gtok=21508096
  [1] 5300/9766 (54%) loss=2.3074 ppl=10.0 lr=1.78e-05 | 1366 tok/s (avg 1360) ETA 224m09s | GPU 0.9/3.8GB | gtok=21712896
  [1] 5350/9766 (55%) loss=3.5699 ppl=35.5 lr=1.76e-05 | 1371 tok/s (avg 1360) ETA 221m37s | GPU 0.9/3.8GB | gtok=21917696
  [1] 5400/9766 (55%) loss=3.3593 ppl=28.8 lr=1.73e-05 | 1362 tok/s (avg 1360) ETA 219m07s | GPU 0.9/3.8GB | gtok=22122496
  [1] 5450/9766 (56%) loss=3.9175 ppl=50.3 lr=1.71e-05 | 1362 tok/s (avg 1360) ETA 216m36s | GPU 0.9/3.8GB | gtok=22327296
  [1] 5500/9766 (56%) loss=3.7263 ppl=41.5 lr=1.68e-05 | 1365 tok/s (avg 1360) ETA 214m05s | GPU 0.9/3.8GB | gtok=22532096
  [1] 5550/9766 (57%) loss=3.7870 ppl=44.1 lr=1.66e-05 | 1361 tok/s (avg 1360) ETA 211m34s | GPU 0.9/3.8GB | gtok=22736896
  [1] 5600/9766 (57%) loss=3.2909 ppl=26.9 lr=1.64e-05 | 1360 tok/s (avg 1360) ETA 209m04s | GPU 0.9/3.8GB | gtok=22941696
  [1] 5650/9766 (58%) loss=3.6824 ppl=39.7 lr=1.61e-05 | 1359 tok/s (avg 1360) ETA 206m33s | GPU 0.9/3.8GB | gtok=23146496
  [1] 5700/9766 (58%) loss=3.2426 ppl=25.6 lr=1.59e-05 | 1365 tok/s (avg 1360) ETA 204m02s | GPU 0.9/3.8GB | gtok=23351296
  [1] 5750/9766 (59%) loss=3.7512 ppl=42.6 lr=1.56e-05 | 1357 tok/s (avg 1360) ETA 201m32s | GPU 0.9/3.8GB | gtok=23556096
  [1] 5800/9766 (59%) loss=3.8731 ppl=48.1 lr=1.54e-05 | 1366 tok/s (avg 1360) ETA 199m01s | GPU 0.9/3.8GB | gtok=23760896
  [1] 5850/9766 (60%) loss=4.0545 ppl=57.7 lr=1.52e-05 | 1364 tok/s (avg 1360) ETA 196m30s | GPU 0.9/3.8GB | gtok=23965696
  [1] 5900/9766 (60%) loss=3.1400 ppl=23.1 lr=1.49e-05 | 1355 tok/s (avg 1360) ETA 193m59s | GPU 0.9/3.8GB | gtok=24170496
  [1] 5950/9766 (61%) loss=4.0373 ppl=56.7 lr=1.47e-05 | 1358 tok/s (avg 1360) ETA 191m29s | GPU 0.9/3.8GB | gtok=24375296
Saved checkpoint: checkpoints_v12_phase0/pool1000/fact_retrieval/latest.pt
  [checkpoint @ step 6000, 24,576,000 tok]
  [1] 6000/9766 (61%) loss=3.0647 ppl=21.4 lr=1.44e-05 | 1350 tok/s (avg 1360) ETA 188m59s | GPU 0.9/3.8GB | gtok=24580096
  [1] 6050/9766 (62%) loss=3.1943 ppl=24.4 lr=1.42e-05 | 1353 tok/s (avg 1360) ETA 186m29s | GPU 0.9/3.8GB | gtok=24784896
  [1] 6100/9766 (62%) loss=3.5531 ppl=34.9 lr=1.39e-05 | 1362 tok/s (avg 1360) ETA 183m58s | GPU 0.9/3.8GB | gtok=24989696
  [1] 6150/9766 (63%) loss=4.0568 ppl=57.8 lr=1.37e-05 | 1356 tok/s (avg 1360) ETA 181m28s | GPU 0.9/3.8GB | gtok=25194496
  [1] 6200/9766 (63%) loss=3.3923 ppl=29.7 lr=1.35e-05 | 1357 tok/s (avg 1360) ETA 178m58s | GPU 0.9/3.8GB | gtok=25399296
  [1] 6250/9766 (64%) loss=3.5490 ppl=34.8 lr=1.32e-05 | 1355 tok/s (avg 1360) ETA 176m27s | GPU 0.9/3.8GB | gtok=25604096
  [1] 6300/9766 (65%) loss=3.1095 ppl=22.4 lr=1.30e-05 | 1361 tok/s (avg 1360) ETA 173m57s | GPU 0.9/3.8GB | gtok=25808896
  [1] 6350/9766 (65%) loss=3.5980 ppl=36.5 lr=1.27e-05 | 1354 tok/s (avg 1360) ETA 171m26s | GPU 0.9/3.8GB | gtok=26013696
  [1] 6400/9766 (66%) loss=3.2052 ppl=24.7 lr=1.25e-05 | 1354 tok/s (avg 1360) ETA 168m56s | GPU 0.9/3.8GB | gtok=26218496
  [1] 6450/9766 (66%) loss=3.6779 ppl=39.6 lr=1.23e-05 | 1355 tok/s (avg 1360) ETA 166m26s | GPU 0.9/3.8GB | gtok=26423296
  [1] 6500/9766 (67%) loss=3.6234 ppl=37.5 lr=1.20e-05 | 1359 tok/s (avg 1360) ETA 163m55s | GPU 0.9/3.8GB | gtok=26628096
  [1] 6550/9766 (67%) loss=3.7060 ppl=40.7 lr=1.18e-05 | 1367 tok/s (avg 1360) ETA 161m24s | GPU 0.9/3.8GB | gtok=26832896
  [1] 6600/9766 (68%) loss=3.9484 ppl=51.9 lr=1.16e-05 | 1359 tok/s (avg 1360) ETA 158m54s | GPU 0.9/3.8GB | gtok=27037696
  [1] 6650/9766 (68%) loss=3.1812 ppl=24.1 lr=1.13e-05 | 1365 tok/s (avg 1360) ETA 156m23s | GPU 0.9/3.8GB | gtok=27242496
  [1] 6700/9766 (69%) loss=3.0560 ppl=21.2 lr=1.11e-05 | 1363 tok/s (avg 1360) ETA 153m52s | GPU 0.9/3.8GB | gtok=27447296
  [1] 6750/9766 (69%) loss=4.2626 ppl=71.0 lr=1.09e-05 | 1354 tok/s (avg 1360) ETA 151m22s | GPU 0.9/3.8GB | gtok=27652096
  [1] 6800/9766 (70%) loss=3.6569 ppl=38.7 lr=1.06e-05 | 1358 tok/s (avg 1360) ETA 148m51s | GPU 0.9/3.8GB | gtok=27856896
  [1] 6850/9766 (70%) loss=4.0322 ppl=56.4 lr=1.04e-05 | 1363 tok/s (avg 1360) ETA 146m20s | GPU 0.9/3.8GB | gtok=28061696
  [1] 6900/9766 (71%) loss=3.4698 ppl=32.1 lr=1.02e-05 | 1377 tok/s (avg 1360) ETA 143m49s | GPU 0.9/3.8GB | gtok=28266496
  [1] 6950/9766 (71%) loss=3.5285 ppl=34.1 lr=9.94e-06 | 1372 tok/s (avg 1360) ETA 141m18s | GPU 0.9/3.8GB | gtok=28471296
Saved checkpoint: checkpoints_v12_phase0/pool1000/fact_retrieval/latest.pt
  [checkpoint @ step 7000, 28,672,000 tok]
  [1] 7000/9766 (72%) loss=3.2061 ppl=24.7 lr=9.72e-06 | 1352 tok/s (avg 1360) ETA 138m47s | GPU 0.9/3.8GB | gtok=28676096
  [1] 7050/9766 (72%) loss=3.5145 ppl=33.6 lr=9.49e-06 | 1353 tok/s (avg 1360) ETA 136m17s | GPU 0.9/3.8GB | gtok=28880896
  [1] 7100/9766 (73%) loss=3.6283 ppl=37.6 lr=9.27e-06 | 1357 tok/s (avg 1360) ETA 133m47s | GPU 0.9/3.8GB | gtok=29085696
  [1] 7150/9766 (73%) loss=3.5832 ppl=36.0 lr=9.05e-06 | 1355 tok/s (avg 1360) ETA 131m16s | GPU 0.9/3.8GB | gtok=29290496
  [1] 7200/9766 (74%) loss=3.2155 ppl=24.9 lr=8.83e-06 | 1359 tok/s (avg 1360) ETA 128m46s | GPU 0.9/3.8GB | gtok=29495296
  [1] 7250/9766 (74%) loss=3.3837 ppl=29.5 lr=8.61e-06 | 1366 tok/s (avg 1360) ETA 126m15s | GPU 0.9/3.8GB | gtok=29700096
  [1] 7300/9766 (75%) loss=3.6564 ppl=38.7 lr=8.39e-06 | 1352 tok/s (avg 1360) ETA 123m45s | GPU 0.9/3.8GB | gtok=29904896
  [1] 7350/9766 (75%) loss=3.9347 ppl=51.1 lr=8.17e-06 | 1358 tok/s (avg 1360) ETA 121m14s | GPU 0.9/3.8GB | gtok=30109696
  [1] 7400/9766 (76%) loss=3.2884 ppl=26.8 lr=7.96e-06 | 1361 tok/s (avg 1360) ETA 118m43s | GPU 0.9/3.8GB | gtok=30314496
  [1] 7450/9766 (76%) loss=3.1224 ppl=22.7 lr=7.75e-06 | 1366 tok/s (avg 1360) ETA 116m13s | GPU 0.9/3.8GB | gtok=30519296
  [1] 7500/9766 (77%) loss=3.0678 ppl=21.5 lr=7.54e-06 | 1371 tok/s (avg 1360) ETA 113m42s | GPU 0.9/3.8GB | gtok=30724096
  [1] 7550/9766 (77%) loss=3.3063 ppl=27.3 lr=7.33e-06 | 1356 tok/s (avg 1360) ETA 111m11s | GPU 0.9/3.8GB | gtok=30928896
  [1] 7600/9766 (78%) loss=3.5228 ppl=33.9 lr=7.12e-06 | 1361 tok/s (avg 1360) ETA 108m40s | GPU 0.9/3.8GB | gtok=31133696
  [1] 7650/9766 (78%) loss=3.8134 ppl=45.3 lr=6.92e-06 | 1353 tok/s (avg 1360) ETA 106m10s | GPU 0.9/3.8GB | gtok=31338496
